Job Title,Company Name,Location,Working Days,Job Type,Key Indicators,Job Description,Job Conditions
منتور علم داده (Data Mentor),گلرن,"{'City': 'بوشهر', 'Neighborhood': ''}",قابل مذاکره,قراردادی / پروژه ای,"['Sql Server - متوسط', 'MySql - مقدماتی', 'PostgreSql - مقدماتی', 'Python - متوسط']","['گُل اِرن با توجه به رسالتی که در زمینه توسعه مهارت و تجربه کارجویان(منتی ها) دارد، به صورت فوری و ویژه برنامه جدیدی را با دعوت از متخصصان داخل و خارج از کشور برای همکاری به عنوان منتور در برنامه های منتورینگ اختصاصی خود شروع کرده است. هدف ما از این کار پر کردن گپ کیفی بین نیاز بازار کار(به ویژه خارج از کشور) و نیروی کار در این پوزیشن شغلی به صورتی کاملا هدفمند و سیستمیک است.', 'منتور در تیم گلرن همان فرد متخصصی است، که با وجود همکاری تمام وقت یا پروژه ای در مجموعه های دیگر، دغدغه رشد و تعالی انسان ها به هدف رشد بازار کار و جامعه را نیز دارد.', 'لازم به ذکر است ما بیش از هر چیز به شایستگی، علاقه، استعداد و تناسب شما با این پوزیشن شغلی و فرهنگ سازمانی تیم اهمیت می دهیم. بنابراین قبل از شروع هرگونه همکاری و امضای قرارداد، لازم است در روند ارزیابی تخصصی، رفتاری و عمومی گلرن شرکت کنید. همچنین در طی مدت همکاری نیز به صورت مداوم تجارب و آموخته های خود را با شما به اشتراک می گذاریم.', 'بنابراین اگر میخواهی تجارب ارزشمندت را به دستان توانمند گره بزنی و پرواز را نشانه بگیری، منتظرت هستیم.', 'نکته مهم: پس از ارسال رزومه از طریق ایمیل فرایند ارزیابی و جزئیات کامل+ لینک سایت برای شما ارسال خواهد شد. لطفا تا حداکثر 30 روز کاری پس از ارسال رزومه، ایمیل های دریافتی و پوشه اسپم خود را بررسی کنید.', 'ویژگی های ضروری برای منتور شدن', 'سابقه همکاری حداقل 3 ساله در تیم های حداقل 5 نفره و پروژه های چالش برانگیز', 'مهارت مربیگری و پرسیدن سوالات مناسب با هدف پیدا کردن چالش ها و مسائل بنیادی افراد', 'بلوغ کافی در مهارت های فردی، تصمیم گیری، حل مساله، شنوندگی فعال و مدیریت زمان', 'آشنایی کافی با روش ها و استراتژی های مدیریت پروژه و تعریف تسک با تعریف OKR و KPI', 'تجربه قبلی کار تیمی، اصول پیگیری کار و برقراری ارتباط بهینه با افراد تازه کار', 'تسلط بر زبان انگلیسی در حد IELTS General 6 برای همکاری در مسیر شغلی «ورود به بازار کار بین المللی»', 'مهارت های قابل یادگیری حین همکاری', 'بروز رسانی و یادگیری مداوم دانش و مهارت ارزشمند منتورینگ از منابع مختلف', 'کار با ابزارهای گوگل نظیر: گوگل میت، گوگل شیت، گوگل داک، \xa0گوگل شیت و…', 'ارزیابی عملکرد متناسب با تسک و خروجی های هر منتی طبق روش کاری شرکت', 'رسیدن به سطح آمادگی کار با مدل ها و سیستم های منتورینگ روز دنیا', 'تعریف تسک و کار برای هر منتی متناسب با تسک استاندارد', 'انتظار گلرن از منتورها', '1- تعریف تسک (با فرمت تسک شیت استاندارد منتورینگ)', '2- برگزاری جلسات منظم منتورینگ(زمان جلسات کاملا منعطف است)', '3- پشتیبانی فنی٬ پیگیری و نظارت پیوسته بر مسیر و خروجی ها', '4- ارزیابی عملکرد و ارایه بازخورد از هر منتی', 'داشتن حداقل 3 سال سابقه کار رسمی در حداقل 1 یا چند مورد از عناوین شغلی زیر بسیار حیاتی است:', 'تحلیل گر هوش تجاری: (Business Intelligence Analyst)', 'تحلیل گر داده های دیجیتال مارکتینگ:(Digital Marketing Data Analysts)', 'تحلیل گر داده های منابع انسانی:(Human Resource Data Analyst)', 'معمار و تحلیلگر داده های مالی :(Financial Data Analysts & Architect)', 'مهندسی داده (Data Engineer)', 'مهندسی یادگیری ماشین:(Machine Learning Engineer)', 'صاحب محصول داده:(Data Product Owner)', 'مهندسی بصری سازی داده:(Data Visualization Engineer)', 'مدیریت داده :(Data Ops)', 'پژوهشگر داده:(Research Scientist)', 'دانشمند داده: (Data Scientist)', 'نحوه ورود و شروع همکاری', 'مرحله اول: تکمیل فرم درخواست ارزیابی در سایت گلرن(پس از ارسال رزومه به ایمیل شما ارسال می گردد)', 'مرحله دوم: تعریف تسک آزمایشی', 'مرحله سوم: مصاحبه با مدیر برنامه و مدیرعامل', 'مرحله چهارم: همکاری آزمایشی', 'مرحله پنجم: شروع همکاری رسمی', 'با تشکر', 'تیم تجربه انسانی تیم گلرن', 'شرکت توسعه کسب و کار چابک']","[('سن', '24 - 38 سال'), ('جنسیت', 'تفاوتی ندارد'), ('تحصیلات', 'کارشناسی ارشد|کامپیوتر / فناوری اطلاعات'), ('زبان', 'انگلیسی|پیشرفته ۹۰٪'), ('نرم افزارها', 'PostgreSql|مقدماتیMySql|مقدماتیSql Server|متوسطPython|متوسط')]"
کارشناس تحلیل داده,پرداخت الکترونیک پاسارگاد,"{'City': 'تهران', 'Neighborhood': '، سعادت آباد'}",شنبه تا چهارشنبه 7:30 الی 16:30 با یک ساعت شناوری صبح,تمام وقت,"['Sql Server - متوسط', 'Python - پیشرفته', 'T-Sql - متوسط']",['مهارت های تخصصی و رفتاری مورد نیاز:'],"[('سن', '22 - 38 سال'), ('جنسیت', 'تفاوتی ندارد'), ('خدمت سربازی', 'اتمام خدمت سربازی و یا معافیت از آن الزامی است'), ('تحصیلات', 'کارشناسی|کامپیوتر / فناوری اطلاعات'), ('زبان', 'انگلیسی|متوسط ۵۰٪'), ('نرم افزارها', 'Sql Server|متوسطPython|پیشرفتهT-Sql|متوسط')]"
کارشناس ارشد پایگاه داده اوراکل (DBA),توسعه سامانه های نرم افزاری نگین - توسن,"{'City': 'تهران', 'Neighborhood': '، گاندی'}",شنبه تا چهارشنبه 8 تا 16:30,تمام وقت,"['Sql Server - متوسط', 'MySql - متوسط', 'Oracle Database - پیشرفته']","['شرایط احراز:', 'براساس سطح دانش افراد و طبق شرح شغل کارشناس DBA، وظایف در داخل سازمان تعریف شده است.']","[('سن', '30 - 42 سال'), ('جنسیت', 'تفاوتی ندارد'), ('خدمت سربازی', 'اتمام خدمت سربازی و یا معافیت از آن الزامی است'), ('تحصیلات', 'کارشناسی|کامپیوتر / فناوری اطلاعات'), ('زبان', 'انگلیسی|بالاتر از متوسط ۷۰٪'), ('نرم افزارها', 'MySql|متوسطOracle Database|پیشرفتهSql Server|متوسط')]"
کارشناس هوش تجاری (BI),کارگزاری بیمه آسایش آذین,"{'City': 'تهران', 'Neighborhood': '، جردن'}",شنبه تا چهارشنبه 8 تا 16 - پنج شنبه 8 تا 12,تمام وقت,"['Sql Server - متوسط', 'PowerBI - پیشرفته']","['·+ حقوق و مدل مالی جذاب', '+ فضای بازپیشرفت سازمانی', '+ جو کاری خلاقانه و بدون استرس با فرهنگ کاری غیررسمی', '+ محل کار در فضای اپن آفیس', '+ ساعات کاری شناور', '+ کمک هزینه ناهار و ایاب و ذهاب', '+ بیمه تکمیلی و ...', 'چه کسانی اقدام کنند؟', 'حداقل 2 سال سابقه کار مرتبط مورد نیاز است', 'تجربه عملی با Microsoft Power BI', 'دانش قوی در اکسل و سایر ابزارهای تلفیق و ارائه داده ها', 'درک خوب از مهارت های برنامه نویسی در SQL', 'مهارت های ارتباط کلامی/کتبی قوی در ارائه داده ها', 'توانایی تبدیل اهداف تجاری به تجزیه و تحلیل عملی', 'درک خوب از صنعت بیمه', 'برخی مسئولیت ها :', 'آنالیز داده ها و تهیه اینسایت از سورس های مختلف', 'ایجاد امکان تصمیم گیری موثر با فراهم سازی بینش های عملیاتی از سورس های مختلف', 'شناسایی فرصت ها جهت بهبود فرآیند و استراتژی ها بر اساس تجزیه و تحلیل داده', 'انتقال اینسایت های کلیدی به تیم توسعه کسب و کار و مدیران بخش ها', 'تهیه گزارش های مکتوب و اسلاید جهت نشان دادن مشکل (ارائه داده های بصری)', 'تجزیه و تحلیل و یافتن تنگناها و ارائه پیشنهادات برای بهبود', 'محدوده شرکت در جردن و امکان فعالیت به صورت هیبرید']","[('جنسیت', 'تفاوتی ندارد'), ('نرم افزارها', 'PowerBI|پیشرفتهSql Server|متوسط')]"
برنامه نویس هوش مصنوعی,فراهوش,"{'City': 'اهواز', 'Neighborhood': '، پردیس'}",شنبه تا پنجشنبه ساعت 8 تا 15,تمام وقت یا پاره وقت,['Python - متوسط'],"['جای شما در تیم استارتاپی فراهوش خالیه...!', 'شرکت ایده فراهوش پویا سوران به چند نفر همکار برای تکمیل پروژه خود با دریافت مقداری از سهام شرکت نیاز \xa0دارد:', 'با توجه به اینکه هر تیم در زمان لانچ محصول نیاز به تیمی دارد که بتوانند در تمامی مراحل بصورت کامل روی پروژه باشند؛ هیات مدیره شرکت به آزاد سازی سهام اقدام کرده است.', 'در حال حاضر کمتر از یک ماه به تکمیل پروژه مانده است و بیش از یک میلیارد تومان در پروژه هزینه شده است با حضور در تیم بصورت رسمی و قانونی دریافت کننده سهام میشوید.', 'درصورت ادامه همکاری پروژه امریه در صورت مهیا شدن شرایط اعطا خواهد شد.', 'شرح وظایف', 'به عنوان متخصص هوش مصنوعی برای ابزارهای یادگیری و پلتفرم آموزشی در فراهوش، شما نقش کلیدی در طراحی، توسعه و اجرای راهکارهای هوش مصنوعی پیشرفته را دارید که تجربه یادگیری دانش آموزان را بهبود بخشند و قابلیت های پلتفرم آموزشی ما را ارتقا دهند. شما با تیمی کوچک ولی متخصص از مهندسین، طراحان و مربیان در حوزه آموزش همکاری خواهید کرد تا راهکارهای نوآورانه ای ایجاد کنید که نیازهای مختلف یادگیرندگان و مدرسین را برآورده کند.', 'مسئولیت ها', 'تحقیق، توسعه و پیاده سازی الگوریتم ها و مدل های هوش مصنوعی برای ابزارهای یادگیری و پلتفرم آموزشی', 'طراحی و نظارت بر یکپارچگی مؤلفه های هوش مصنوعی در ابزارهای یادگیری و پلتفرم آموزشی ما', 'همکاری با سایر تیم های مجموعه برای جمع آوری نیازمندی ها، تعریف ویژگی ها و ارائه راهکار در مورد جوانب مربوط به هوش مصنوعی', 'کاوش و ارزیابی مداوم فناوری ها و روش های جدید هوش مصنوعی در حوزه آموزش', 'تحلیل داده ها و ارائه برآوردهایی برای بهبود کارایی و شخصی سازی ابزارهای یادگیری و پلتفرم آموزشی ما', 'همکاری نزدیک با مدرسان مجموعه و طراحان آموزشی برای درک نیازهای آنها و توسعه ویژگی های مبتنی بر هوش مصنوعی که اهداف آموزشی آنها را پشتیبانی می کند', 'به روز بودن با جریان جدیدترین روندها و پیشرفت های هوش مصنوعی و آموزشی و ارائه راه حل های نوآورانه و پیشگام.', 'الزامات', 'مدرک کارشناسی ارشد در رشته \xa0هوش مصنوعی', 'فهم قوی از الگوریتم های یادگیری ماشین، معماری های یادگیری عمیق و تکنیک های پردازش زبان طبیعی و بینایی ماشین', 'مهارت در زبان های برنامه نویسی به خصوص پایتون و چارچوب هایی مانند TensorFlow یا PyTorch', 'تجربه در تجزیه و تحلیل داده ها، پیش پردازش داده ها و مهندسی ویژگی', 'مهارت های قوی حل مسئله و توانایی تبدیل نیازهای تجاری به راه حل های هوش مصنوعی', 'مهارت های برقراری ارتباط و همکاری بالا، با توانایی کار مؤثر در محیط استارتاپ', 'علاقه مندی به حوزه آموزش و اراده قوی برای ایجاد تأثیر مثبت در این حوزه', 'مهارت های نوشتاری و کلامی عالی به زبان انگلیسی', 'آشنایی با ساخت API برای مدل های هوش مصنوعی مزیت محسوب میشود', 'مزایا', 'محیط کاری انعطاف پذیر و حامی که از خلاقیت و نوآوری استقبال میکند', 'فرصت کار با تیمی پویا و با استعداد از متخصص هایی که دغدغه ی تحول سیستم آموزش را دارند', 'حمایت از توسعه و پیشرفت فردی در بستر مجموعه', 'به روز بودن با آخرین روندها و پیشرفت های در حوزه هوش مصنوعی و آموزش و ارائه راه حل های نوآورانه', 'فرصتی برای تأثیرگذاری واقعی بر دنیای آموزش', 'فرصتی برای کار بر روی پروژه های پیشرفته هوش مصنوعی', 'اطلاعات تکمیلی و شرایط کار', 'تمام وقت(35 ساعت در هفته)', 'هیبریدی (حضوری/دورکاری)', 'ترجیحا ساکن تهران، اما در صورتی که امکان شرکت در جلسات آخر اسپرینت را به صورت حضوری دارید ما پذیرای همکاران ریموت نیز هستیم.', 'لطفا بصورت دقیق آگهی را مطالعه کنید سپس اقدام به ارسال رزومه نمایید؛ با توجه به نوع همکاری افراد واجد شرایط باید تمام فیچرهای فنی را داشته باشند.']","[('سن', '24 - 40 سال'), ('جنسیت', 'ترجیحاً خانم'), ('نرم افزارها', 'Python|متوسط')]"
برنامه نویس (Machine Learning engineer),توسعه سامانه های نرم افزاری نگین - توسن,"{'City': 'تهران', 'Neighborhood': '، گاندی'}",شنبه تا چهارشنبه (8 تا 16:30),تمام وقت,"['Python - متوسط', 'OpenCV - مقدماتی', 'Keras - متوسط']",['شرایط احراز:'],"[('سن', '23 - 37 سال'), ('جنسیت', 'تفاوتی ندارد'), ('خدمت سربازی', 'اتمام خدمت سربازی و یا معافیت از آن الزامی است'), ('تحصیلات', 'کارشناسی|کامپیوتر / فناوری اطلاعاتکارشناسی|ریاضی و آمار'), ('زبان', 'انگلیسی|بالاتر از متوسط ۷۰٪'), ('نرم افزارها', 'Python|متوسطKeras|متوسطOpenCV|مقدماتی')]"
توسعه دهنده هوش مصنوعی,داده کاوان هوشمند توسن,"{'City': 'تهران', 'Neighborhood': '، جردن'}",چرخشی,تمام وقت,[],"['مسلط به زبان پایتون', 'مسلط به مباحث جبرخطی، داده کاوی، یادگیری ماشین و یادگیری عمیق', 'آشنایی با پایگاه داده اوراکل و زبان SQL', 'آشنایی با توسعه API و ارائه سرویس برای مدل های هوش مصنوعی', 'آشنایی با لینوکس، گیت و مفاهیم CI/CD', 'موارد زیر امتیاز ویژه دارد:', 'آشنایی با کسب و کار بانکی', 'آشنایی با فریم ورک های شبکه عصبی (TensorFlow / PyTorch)', 'آشنایی با TF Serving / TorchServing']","[('جنسیت', 'تفاوتی ندارد'), ('خدمت سربازی', 'اتمام خدمت سربازی و یا معافیت از آن الزامی است')]"
کارشناس استقرار سامانه های هوش مصنوعی,پویش رایان داتیس,"{'City': 'تهران', 'Neighborhood': '، پارس'}",ساعت کاری شنبه تا چهارشنبه 8.30 الی17:30 / پنجشنبه ها(دو بار در ماه) 8:30 الی 13,تمام وقت,"['Python - متوسط', 'Linux - متوسط']","['شرح شغل و مهارت های فنی:', '- نصب سامانه هوش مصنوعی بر روی سرور یا کامپیوتر و اطمینان از صحت عملکرد آن', '- انجام تنظیمات اولیه سامانه متناسب با درخواست های اعلام شده', '- ارائه گزارشات تخصصی از فرآیند اجرای سامانه', '- اخذ بازخورد از مشتری در خصوص سامانه هوش مصنوعی', '- راهنمایی و پشتیبانی فنی کاربران برای استفاده صحیح سامانه و رفع مشکلات و تعارضات احتمالی در حین انجام کار', '- آشنایی با مدل های استقرار نرم افزار (داکو)', '- آشنایی با سیستم عامل لینوکس', '- دارای دید اولیه و آشنایی با زبان برنامه نویسی Python', '- توانایی برقراری ارتباط بین نرم افزار و سخت افزار', '- آشنا و علاقه مند به حوزه هوش مصنوعی و دارای دید فنی', 'شرایط احراز:', '- متعهد، مسئولیت پذیر', '- توانایی حل مسئله', '- قابلیت کار تیمی و ارتباط گیری مناسب', '- قابلیت انجام ماموریت های برون شهری']","[('سن', '20 - 30 سال'), ('جنسیت', 'ترجیحاً آقا'), ('تحصیلات', 'کارشناسی|کامپیوتر / فناوری اطلاعاتکارشناسی|مهندسی برق'), ('زبان', 'انگلیسی|متوسط ۵۰٪'), ('نرم افزارها', 'Linux|متوسطPython|متوسط')]"
منتور علم داده (Data Mentor),گلرن,"{'City': 'تبریز', 'Neighborhood': ''}",قابل مذاکره,قراردادی / پروژه ای,"['Sql Server - متوسط', 'MySql - مقدماتی', 'PostgreSql - مقدماتی', 'Python - متوسط']","['گُل اِرن با توجه به رسالتی که در زمینه توسعه مهارت و تجربه کارجویان(منتی ها) دارد، به صورت فوری و ویژه برنامه جدیدی را با دعوت از متخصصان داخل و خارج از کشور برای همکاری به عنوان منتور در برنامه های منتورینگ اختصاصی خود شروع کرده است. هدف ما از این کار پر کردن گپ کیفی بین نیاز بازار کار(به ویژه خارج از کشور) و نیروی کار در این پوزیشن شغلی به صورتی کاملا هدفمند و سیستمیک است.', 'منتور در تیم گلرن همان فرد متخصصی است، که با وجود همکاری تمام وقت یا پروژه ای در مجموعه های دیگر، دغدغه رشد و تعالی انسان ها به هدف رشد بازار کار و جامعه را نیز دارد.', 'لازم به ذکر است ما بیش از هر چیز به شایستگی، علاقه، استعداد و تناسب شما با این پوزیشن شغلی و فرهنگ سازمانی تیم اهمیت می دهیم. بنابراین قبل از شروع هرگونه همکاری و امضای قرارداد، لازم است در روند ارزیابی تخصصی، رفتاری و عمومی گلرن شرکت کنید. همچنین در طی مدت همکاری نیز به صورت مداوم تجارب و آموخته های خود را با شما به اشتراک می گذاریم.', 'بنابراین اگر میخواهی تجارب ارزشمندت را به دستان توانمند گره بزنی و پرواز را نشانه بگیری، منتظرت هستیم.', 'نکته مهم: پس از ارسال رزومه از طریق ایمیل فرایند ارزیابی و جزئیات کامل+ لینک سایت برای شما ارسال خواهد شد. لطفا تا حداکثر 30 روز کاری پس از ارسال رزومه، ایمیل های دریافتی و پوشه اسپم خود را بررسی کنید.', 'ویژگی های ضروری برای منتور شدن', 'سابقه همکاری حداقل 3 ساله در تیم های حداقل 5 نفره و پروژه های چالش برانگیز', 'مهارت مربیگری و پرسیدن سوالات مناسب با هدف پیدا کردن چالش ها و مسائل بنیادی افراد', 'بلوغ کافی در مهارت های فردی، تصمیم گیری، حل مساله، شنوندگی فعال و مدیریت زمان', 'آشنایی کافی با روش ها و استراتژی های مدیریت پروژه و تعریف تسک با تعریف OKR و KPI', 'تجربه قبلی کار تیمی، اصول پیگیری کار و برقراری ارتباط بهینه با افراد تازه کار', 'تسلط بر زبان انگلیسی در حد IELTS General 6 برای همکاری در مسیر شغلی «ورود به بازار کار بین المللی»', 'مهارت های قابل یادگیری حین همکاری', 'بروز رسانی و یادگیری مداوم دانش و مهارت ارزشمند منتورینگ از منابع مختلف', 'کار با ابزارهای گوگل نظیر: گوگل میت، گوگل شیت، گوگل داک، \xa0گوگل شیت و…', 'ارزیابی عملکرد متناسب با تسک و خروجی های هر منتی طبق روش کاری شرکت', 'رسیدن به سطح آمادگی کار با مدل ها و سیستم های منتورینگ روز دنیا', 'تعریف تسک و کار برای هر منتی متناسب با تسک استاندارد', 'انتظار گلرن از منتورها', '1- تعریف تسک (با فرمت تسک شیت استاندارد منتورینگ)', '2- برگزاری جلسات منظم منتورینگ(زمان جلسات کاملا منعطف است)', '3- پشتیبانی فنی٬ پیگیری و نظارت پیوسته بر مسیر و خروجی ها', '4- ارزیابی عملکرد و ارایه بازخورد از هر منتی', 'داشتن حداقل 3 سال سابقه کار رسمی در حداقل 1 یا چند مورد از عناوین شغلی زیر بسیار حیاتی است:', 'تحلیل گر هوش تجاری: (Business Intelligence Analyst)', 'تحلیل گر داده های دیجیتال مارکتینگ:(Digital Marketing Data Analysts)', 'تحلیل گر داده های منابع انسانی:(Human Resource Data Analyst)', 'معمار و تحلیلگر داده های مالی :(Financial Data Analysts & Architect)', 'مهندسی داده (Data Engineer)', 'مهندسی یادگیری ماشین:(Machine Learning Engineer)', 'صاحب محصول داده:(Data Product Owner)', 'مهندسی بصری سازی داده:(Data Visualization Engineer)', 'مدیریت داده :(Data Ops)', 'پژوهشگر داده:(Research Scientist)', 'دانشمند داده: (Data Scientist)', 'نحوه ورود و شروع همکاری', 'مرحله اول: تکمیل فرم درخواست ارزیابی در سایت گلرن(پس از ارسال رزومه به ایمیل شما ارسال می گردد)', 'مرحله دوم: تعریف تسک آزمایشی', 'مرحله سوم: مصاحبه با مدیر برنامه و مدیرعامل', 'مرحله چهارم: همکاری آزمایشی', 'مرحله پنجم: شروع همکاری رسمی', 'با تشکر', 'تیم تجربه انسانی تیم گلرن', 'شرکت توسعه کسب و کار چابک']","[('سن', '24 - 38 سال'), ('جنسیت', 'تفاوتی ندارد'), ('تحصیلات', 'کارشناسی ارشد|کامپیوتر / فناوری اطلاعات'), ('زبان', 'انگلیسی|پیشرفته ۹۰٪'), ('نرم افزارها', 'PostgreSql|مقدماتیMySql|مقدماتیSql Server|متوسطPython|متوسط')]"
Data Engineer,Digipay,"{'City': 'Tehran', 'Neighborhood': ', Jordan'}",Saturdays - Wednesdays (9 - 18),Full Time,"['5 years experience in similar position', 'Bachelor Computer and IT or Math / Statistics']","['Design and work with big data frameworks (Hadoop, Hive, PySpark, Dask, Airflow, nifi, kafka, dbt)', 'Design, build and maintain ETL pipelines', 'Writing effective and scalable Python codes', 'Produce clean, consistent, logical code based on designs; submit to GitLab repository', 'Generating infrastructure that allows big data to be accessed and analyzed.', 'Reformulating existing frameworks, functions and paradigms to optimize their functioning.', 'Ensuring data quality', 'Create and maintain various database systems (MySQL, Oracle, MS SQL Server)', 'Provide knowledge transfer to team members and support staff through application demos, walkthroughs, and documentation', 'At least 4 years work experiences', 'Experience with Big Data technologies such as Hadoop, Hive, PySpark, Dask, Airflow, nifi, kafka, dbt', 'Experience with ETL process and pipelines', 'Strong proficiency in SQL and experience with relational databases such as MySQL, MS SQL Server or Oracle and NoSQL databases like MongoDB', 'Confident with version control systems (GitHub, GitLab, etc.)', 'Experience with pandas, numpy, sklearn or other data science frameworks', 'Advanced knowledge of application, data, and infrastructure architecture disciplines', 'Knowledge of data warehousing concepts and experience with data modeling and schema design', 'Problem Solving and commiunication skills', 'Detail Oriented and decision making']","[('Gender', 'Men / Women'), ('Military service', 'Military service must be done'), ('Education', 'Bachelor|Computer and ITBachelor|Math / Statistics')]"
منتور علم داده (Data Mentor),گلرن,"{'City': 'اصفهان', 'Neighborhood': ''}",قابل مذاکره,قراردادی / پروژه ای,"['Sql Server - متوسط', 'MySql - مقدماتی', 'PostgreSql - مقدماتی', 'Python - متوسط']","['گُل اِرن با توجه به رسالتی که در زمینه توسعه مهارت و تجربه کارجویان(منتی ها) دارد، به صورت فوری و ویژه برنامه جدیدی را با دعوت از متخصصان داخل و خارج از کشور برای همکاری به عنوان منتور در برنامه های منتورینگ اختصاصی خود شروع کرده است. هدف ما از این کار پر کردن گپ کیفی بین نیاز بازار کار(به ویژه خارج از کشور) و نیروی کار در این پوزیشن شغلی به صورتی کاملا هدفمند و سیستمیک است.', 'منتور در تیم گلرن همان فرد متخصصی است، که با وجود همکاری تمام وقت یا پروژه ای در مجموعه های دیگر، دغدغه رشد و تعالی انسان ها به هدف رشد بازار کار و جامعه را نیز دارد.', 'لازم به ذکر است ما بیش از هر چیز به شایستگی، علاقه، استعداد و تناسب شما با این پوزیشن شغلی و فرهنگ سازمانی تیم اهمیت می دهیم. بنابراین قبل از شروع هرگونه همکاری و امضای قرارداد، لازم است در روند ارزیابی تخصصی، رفتاری و عمومی گلرن شرکت کنید. همچنین در طی مدت همکاری نیز به صورت مداوم تجارب و آموخته های خود را با شما به اشتراک می گذاریم.', 'بنابراین اگر میخواهی تجارب ارزشمندت را به دستان توانمند گره بزنی و پرواز را نشانه بگیری، منتظرت هستیم.', 'نکته مهم: پس از ارسال رزومه از طریق ایمیل فرایند ارزیابی و جزئیات کامل+ لینک سایت برای شما ارسال خواهد شد. لطفا تا حداکثر 30 روز کاری پس از ارسال رزومه، ایمیل های دریافتی و پوشه اسپم خود را بررسی کنید.', 'ویژگی های ضروری برای منتور شدن', 'سابقه همکاری حداقل 3 ساله در تیم های حداقل 5 نفره و پروژه های چالش برانگیز', 'مهارت مربیگری و پرسیدن سوالات مناسب با هدف پیدا کردن چالش ها و مسائل بنیادی افراد', 'بلوغ کافی در مهارت های فردی، تصمیم گیری، حل مساله، شنوندگی فعال و مدیریت زمان', 'آشنایی کافی با روش ها و استراتژی های مدیریت پروژه و تعریف تسک با تعریف OKR و KPI', 'تجربه قبلی کار تیمی، اصول پیگیری کار و برقراری ارتباط بهینه با افراد تازه کار', 'تسلط بر زبان انگلیسی در حد IELTS General 6 برای همکاری در مسیر شغلی «ورود به بازار کار بین المللی»', 'مهارت های قابل یادگیری حین همکاری', 'بروز رسانی و یادگیری مداوم دانش و مهارت ارزشمند منتورینگ از منابع مختلف', 'کار با ابزارهای گوگل نظیر: گوگل میت، گوگل شیت، گوگل داک، \xa0گوگل شیت و…', 'ارزیابی عملکرد متناسب با تسک و خروجی های هر منتی طبق روش کاری شرکت', 'رسیدن به سطح آمادگی کار با مدل ها و سیستم های منتورینگ روز دنیا', 'تعریف تسک و کار برای هر منتی متناسب با تسک استاندارد', 'انتظار گلرن از منتورها', '1- تعریف تسک (با فرمت تسک شیت استاندارد منتورینگ)', '2- برگزاری جلسات منظم منتورینگ(زمان جلسات کاملا منعطف است)', '3- پشتیبانی فنی٬ پیگیری و نظارت پیوسته بر مسیر و خروجی ها', '4- ارزیابی عملکرد و ارایه بازخورد از هر منتی', 'داشتن حداقل 3 سال سابقه کار رسمی در حداقل 1 یا چند مورد از عناوین شغلی زیر بسیار حیاتی است:', 'تحلیل گر هوش تجاری: (Business Intelligence Analyst)', 'تحلیل گر داده های دیجیتال مارکتینگ:(Digital Marketing Data Analysts)', 'تحلیل گر داده های منابع انسانی:(Human Resource Data Analyst)', 'معمار و تحلیلگر داده های مالی :(Financial Data Analysts & Architect)', 'مهندسی داده (Data Engineer)', 'مهندسی یادگیری ماشین:(Machine Learning Engineer)', 'صاحب محصول داده:(Data Product Owner)', 'مهندسی بصری سازی داده:(Data Visualization Engineer)', 'مدیریت داده :(Data Ops)', 'پژوهشگر داده:(Research Scientist)', 'دانشمند داده: (Data Scientist)', 'نحوه ورود و شروع همکاری', 'مرحله اول: تکمیل فرم درخواست ارزیابی در سایت گلرن(پس از ارسال رزومه به ایمیل شما ارسال می گردد)', 'مرحله دوم: تعریف تسک آزمایشی', 'مرحله سوم: مصاحبه با مدیر برنامه و مدیرعامل', 'مرحله چهارم: همکاری آزمایشی', 'مرحله پنجم: شروع همکاری رسمی', 'با تشکر', 'تیم تجربه انسانی تیم گلرن', 'شرکت توسعه کسب و کار چابک']","[('سن', '24 - 38 سال'), ('جنسیت', 'تفاوتی ندارد'), ('تحصیلات', 'کارشناسی ارشد|کامپیوتر / فناوری اطلاعات'), ('زبان', 'انگلیسی|پیشرفته ۹۰٪'), ('نرم افزارها', 'PostgreSql|مقدماتیMySql|مقدماتیSql Server|متوسطPython|متوسط')]"
Business Intelligence Developer,Digikala,"{'City': 'Tehran', 'Neighborhood': ', Vanak'}",Saturday to Wendsday,Full Time,['2 years experience in similar position'],"['Job description:', 'Required qualifications:', 'Preferred qualifications:']","[('Gender', 'Men / Women'), ('Software', 'Sql Server|IntermediateSSIS|IntermediateSSAS|IntermediateSSRS|IntermediateT-Sql|Intermediate')]"
